Year,Region,Country Name,Income Group,Cost - Men (% of income per capita),Cost - Men (% of income per capita) - Score,Cost - Women (% of income per capita),Cost - Women (% of income per capita) - Score,Procedures required - Men (number),Procedures required - Men (number) - Score,Procedures required - Women (number),Procedures required - Women (number) - Score,Time - Men (days),Time - Men (days) - Score,Time - Women (days),Time - Women (days)- Score,Cost (Average) - Score,Procedures required (Average) - Score,Time (Average) - Score,Cost (Average),Procedures required (Average),Time (Average)
2006,Sub-Saharan Africa,Angola,Lower middle income,653.8,0.0,653.8,0.0,12.0,35.29412,12.0,35.29412,83.0,17.08543,83.0,17.08543,0.0,35.29412,17.08543,653.8,12.0,83.0
2006,Sub-Saharan Africa,Burundi,Low income,190.2,4.88357,190.2,4.88357,8.0,58.82353,8.0,58.82353,13.0,87.43719,13.0,87.43719,4.88357,58.82353,87.43719,190.2,8.0,13.0
2006,Sub-Saharan Africa,Benin,Low income,168.2,15.91286,168.2,15.87581,10.0,47.05882,11.0,41.17647,34.0,66.33166,35.0,65.32663,15.894335,44.117644999999996,65.829145,168.2,10.5,34.5
2006,Sub-Saharan Africa,Burkina Faso,Low income,137.4,31.31845,137.4,31.31845,12.0,35.29412,12.0,35.29412,40.0,60.30151,40.0,60.30151,31.31845,35.29412,60.30151,137.4,12.0,40.0
2006,Sub-Saharan Africa,Botswana,Upper middle income,10.0,95.02227,10.0,95.02227,11.0,41.17647,11.0,41.17647,125.0,0.0,125.0,0.0,95.02227,41.17647,0.0,10.0,11.0,125.0
2006,Sub-Saharan Africa,Central African Republic,Low income,217.4,0.0,217.4,0.0,11.0,41.17647,11.0,41.17647,22.0,78.39196,22.0,78.39196,0.0,41.17647,78.39196,217.4,11.0,22.0
2006,Sub-Saharan Africa,Côte d'Ivoire,Lower middle income,134.9,32.53949,134.9,32.53949,11.0,41.17647,11.0,41.17647,45.0,55.27638,45.0,55.27638,32.53949,41.17647,55.27638,134.9,11.0,45.0
2006,Sub-Saharan Africa,Cameroon,Lower middle income,172.1,13.94301,172.1,13.94301,11.0,41.17647,11.0,41.17647,45.0,55.27638,45.0,55.27638,13.94301,41.17647,55.27638,172.1,11.0,45.0
2006,Sub-Saharan Africa,Dem. Rep. Congo,Low income,1190.0,0.0,1190.0,0.0,14.0,23.52941,15.0,17.64706,133.0,0.0,134.0,0.0,0.0,20.588234999999997,0.0,1190.0,14.5,133.5
2006,Sub-Saharan Africa,Congo,Lower middle income,158.1,20.94815,158.1,20.94815,11.0,41.17647,12.0,35.29412,37.0,63.31658,38.0,62.31156,20.94815,38.235295,62.81407,158.1,11.5,37.5
2006,Sub-Saharan Africa,Comoros,Lower middle income,158.0,21.01371,158.0,21.01371,10.0,47.05882,10.0,47.05882,30.0,70.35176,30.0,70.35176,21.01371,47.05882,70.35176,158.0,10.0,30.0
2006,Sub-Saharan Africa,Cabo Verde,Lower middle income,44.0,77.98728,44.0,77.98728,12.0,35.29412,12.0,35.29412,60.0,40.20101,60.0,40.20101,77.98728,35.29412,40.20101,44.0,12.0,60.0
2006,Sub-Saharan Africa,Eritrea,Low income,130.4,34.78789,130.4,34.78789,13.0,29.41176,13.0,29.41176,76.0,24.1206,76.0,24.1206,34.78789,29.41176,24.1206,130.4,13.0,76.0
2006,Sub-Saharan Africa,Ethiopia,Low income,67.6,66.19442,67.6,66.19442,11.0,41.17647,11.0,41.17647,35.0,65.32663,35.0,65.32663,66.19442,41.17647,65.32663,67.6,11.0,35.0
2006,Sub-Saharan Africa,Gabon,Upper middle income,27.8,86.10845,27.8,86.10845,10.0,47.05882,10.0,47.05882,54.0,46.23116,54.0,46.23116,86.10845,47.05882,46.23116,27.8,10.0,54.0
2006,Sub-Saharan Africa,Ghana,Lower middle income,55.8,72.09675,55.8,72.09675,11.0,41.17647,11.0,41.17647,17.0,83.41709,17.0,83.41709,72.09675,41.17647,83.41709,55.8,11.0,17.0
2006,Sub-Saharan Africa,Guinea,Low income,178.6,10.70815,178.6,10.70815,12.0,35.29412,12.0,35.29412,40.0,60.30151,40.0,60.30151,10.70815,35.29412,60.30151,178.6,12.0,40.0
2006,Sub-Saharan Africa,The Gambia,Low income,317.1,0.0,317.1,0.0,8.0,58.82353,8.0,58.82353,28.0,72.36181,28.0,72.36181,0.0,58.82353,72.36181,317.1,8.0,28.0
2006,Sub-Saharan Africa,Guinea-Bissau,Low income,505.6,0.0,505.6,0.0,16.0,11.76471,17.0,5.88235,259.0,0.0,260.0,0.0,0.0,8.82353,0.0,505.6,16.5,259.5
2006,Sub-Saharan Africa,Equatorial Guinea,Upper middle income,98.6,50.68547,98.6,50.68547,18.0,0.0,18.0,0.0,155.0,0.0,155.0,0.0,50.68547,0.0,0.0,98.6,18.0,155.0
2006,Sub-Saharan Africa,Kenya,Lower middle income,61.6,69.21767,61.6,69.21767,15.0,17.64706,15.0,17.64706,55.0,45.22613,55.0,45.22613,69.21767,17.64706,45.22613,61.6,15.0,55.0
2006,Sub-Saharan Africa,Liberia,Low income,,,,,,,,,,,,,,,,,,
2006,Sub-Saharan Africa,Lesotho,Lower middle income,41.8,79.0915,41.8,79.0915,9.0,52.94118,9.0,52.94118,103.0,0.0,103.0,0.0,79.0915,52.94118,0.0,41.8,9.0,103.0
2006,Sub-Saharan Africa,Madagascar,Low income,175.1,12.45817,175.1,12.45817,12.0,35.29412,12.0,35.29412,42.0,58.29146,42.0,58.29146,12.45817,35.29412,58.29146,175.1,12.0,42.0
2006,Sub-Saharan Africa,Mali,Low income,190.7,4.66831,190.7,4.66831,12.0,35.29412,12.0,35.29412,27.0,73.36683,27.0,73.36683,4.66831,35.29412,73.36683,190.7,12.0,27.0
2006,Sub-Saharan Africa,Mozambique,Low income,95.0,52.4865,95.0,52.4865,15.0,17.64706,15.0,17.64706,179.0,0.0,179.0,0.0,52.4865,17.64706,0.0,95.0,15.0,179.0
2006,Sub-Saharan Africa,Mauritania,Lower middle income,143.6,28.20093,143.6,28.20093,11.0,41.17647,11.0,41.17647,82.0,18.09045,82.0,18.09045,28.20093,41.17647,18.09045,143.6,11.0,82.0
2006,Sub-Saharan Africa,Mauritius,Upper middle income,8.8,95.625,8.8,95.62086,6.0,70.58824,7.0,64.70588,46.0,54.27136,47.0,53.26633,95.62293,67.64706,53.768845,8.8,6.5,46.5
2006,Sub-Saharan Africa,Malawi,Low income,139.6,30.18119,139.6,30.18119,10.0,47.05882,10.0,47.05882,37.0,63.31658,37.0,63.31658,30.18119,47.05882,63.31658,139.6,10.0,37.0
2006,Sub-Saharan Africa,Namibia,Upper middle income,18.8,90.62413,18.8,90.62413,10.0,47.05882,10.0,47.05882,95.0,5.02513,95.0,5.02513,90.62413,47.05882,5.02513,18.8,10.0,95.0
2006,Sub-Saharan Africa,Niger,Low income,465.4,0.0,465.4,0.0,14.0,23.52941,14.0,23.52941,36.0,64.32161,36.0,64.32161,0.0,23.52941,64.32161,465.4,14.0,36.0
2006,Sub-Saharan Africa,Nigeria,Lower middle income,,,,,,,,,,,,,,,,,,
2006,Sub-Saharan Africa,Rwanda,Low income,200.1,0.0,200.1,0.0,9.0,52.94118,9.0,52.94118,18.0,82.41206,18.0,82.41206,0.0,52.94118,82.41206,200.1,9.0,18.0
2006,Sub-Saharan Africa,Sudan,Lower middle income,89.5,55.23337,89.5,55.23337,10.0,47.05882,11.0,41.17647,38.0,62.31156,39.0,61.30653,55.23337,44.117644999999996,61.809045,89.5,10.5,38.5
2006,Sub-Saharan Africa,Senegal,Lower middle income,108.7,45.63992,108.7,45.63992,11.0,41.17647,11.0,41.17647,57.0,43.21608,57.0,43.21608,45.63992,41.17647,43.21608,108.7,11.0,57.0
2006,Sub-Saharan Africa,Sierra Leone,Low income,983.4,0.0,983.4,0.0,8.0,58.82353,8.0,58.82353,26.0,74.37186,26.0,74.37186,0.0,58.82353,74.37186,983.4,8.0,26.0
2006,Sub-Saharan Africa,Somalia,Low income,,,,,,,,,,,,,,,,,,
2006,Sub-Saharan Africa,South Sudan,Low income,,,,,,,,,,,,,,,,,,
2006,Sub-Saharan Africa,São Tomé and Principe,Lower middle income,277.3,0.0,277.3,0.0,11.0,41.17647,11.0,41.17647,145.0,0.0,145.0,0.0,0.0,41.17647,0.0,277.3,11.0,145.0
2006,Sub-Saharan Africa,Eswatini,Lower middle income,43.2,78.3877,43.2,78.3877,12.0,35.29412,12.0,35.29412,60.0,40.20101,60.0,40.20101,78.3877,35.29412,40.20101,43.2,12.0,60.0
2006,Sub-Saharan Africa,Seychelles,High income,31.7,84.13239,31.7,84.13239,10.0,47.05882,10.0,47.05882,33.0,67.33668,33.0,67.33668,84.13239,47.05882,67.33668,31.7,10.0,33.0
2006,Sub-Saharan Africa,Chad,Low income,478.4,0.0,478.4,0.0,13.0,29.41176,13.0,29.41176,62.0,38.19095,62.0,38.19095,0.0,29.41176,38.19095,478.4,13.0,62.0
2006,Sub-Saharan Africa,Togo,Low income,218.3,0.0,218.3,0.0,13.0,29.41176,13.0,29.41176,63.0,37.18593,63.0,37.18593,0.0,29.41176,37.18593,218.3,13.0,63.0
2006,Sub-Saharan Africa,Tanzania,Low income,302.7,0.0,302.7,0.0,13.0,29.41176,13.0,29.41176,36.0,64.32161,36.0,64.32161,0.0,29.41176,64.32161,302.7,13.0,36.0
2006,Sub-Saharan Africa,Uganda,Low income,99.2,50.4073,99.2,50.4073,17.0,5.88235,17.0,5.88235,36.0,64.32161,36.0,64.32161,50.4073,5.88235,64.32161,99.2,17.0,36.0
2006,Sub-Saharan Africa,South Africa,Upper middle income,8.6,95.69041,8.6,95.69041,9.0,52.94118,9.0,52.94118,53.0,47.23618,53.0,47.23618,95.69041,52.94118,47.23618,8.6,9.0,53.0
2006,Sub-Saharan Africa,Zambia,Lower middle income,30.3,84.85765,30.3,84.85765,7.0,64.70588,7.0,64.70588,36.0,64.32161,36.0,64.32161,84.85765,64.70588,64.32161,30.3,7.0,36.0
2006,Sub-Saharan Africa,Zimbabwe,Lower middle income,223.5,0.0,223.5,0.0,10.0,47.05882,10.0,47.05882,94.0,6.03015,94.0,6.03015,0.0,47.05882,6.03015,223.5,10.0,94.0
2007,East Asia & Pacific,Australia,High income,1.8,99.08427,1.8,99.08427,3.0,88.23529,3.0,88.23529,3.0,97.48744,3.0,97.48744,99.08427,88.23529,97.48744,1.8,3.0,3.0
2007,East Asia & Pacific,Brunei,High income,8.9,95.57042,8.9,95.57042,21.0,0.0,22.0,0.0,121.0,0.0,122.0,0.0,95.57042,0.0,0.0,8.9,21.5,121.5
2007,East Asia & Pacific,China,Upper middle income,,,,,,,,,,,,,,,,,,
2007,East Asia & Pacific,Fiji,Upper middle income,25.8,87.07794,25.8,87.07794,8.0,58.82353,8.0,58.82353,44.0,56.28141,44.0,56.28141,87.07794,58.82353,56.28141,25.8,8.0,44.0
2007,East Asia & Pacific,Micronesia,Lower middle income,135.9,32.04139,135.9,32.04139,7.0,64.70588,7.0,64.70588,16.0,84.42211,16.0,84.42211,32.04139,64.70588,84.42211,135.9,7.0,16.0
2007,East Asia & Pacific,"Hong Kong SAR, China",High income,3.3,98.363,3.3,98.363,5.0,76.47059,5.0,76.47059,11.0,89.44724,11.0,89.44724,98.363,76.47059,89.44724,3.3,5.0,11.0
2007,East Asia & Pacific,Indonesia,Lower middle income,,,,,,,,,,,,,,,,,,
2007,East Asia & Pacific,Japan,High income,,,,,,,,,,,,,,,,,,
2007,East Asia & Pacific,Cambodia,Lower middle income,236.5,0.0,236.5,0.0,10.0,47.05882,10.0,47.05882,86.0,14.07035,86.0,14.07035,0.0,47.05882,14.07035,236.5,10.0,86.0
2007,East Asia & Pacific,Kiribati,Lower middle income,53.8,73.09506,53.8,73.09506,7.0,64.70588,7.0,64.70588,31.0,69.34673,31.0,69.34673,73.09506,64.70588,69.34673,53.8,7.0,31.0
2007,East Asia & Pacific,Korea,High income,18.2,90.91038,18.2,90.91038,10.0,47.05882,10.0,47.05882,17.0,83.41709,17.0,83.41709,90.91038,47.05882,83.41709,18.2,10.0,17.0
2007,East Asia & Pacific,Lao PDR,Lower middle income,23.2,88.38211,23.2,88.38211,11.0,41.17647,11.0,41.17647,116.0,0.0,116.0,0.0,88.38211,41.17647,0.0,23.2,11.0,116.0
2007,East Asia & Pacific,Marshall Islands,Upper middle income,18.6,90.69515,18.6,90.69515,5.0,76.47059,5.0,76.47059,17.0,83.41709,17.0,83.41709,90.69515,76.47059,83.41709,18.6,5.0,17.0
2007,East Asia & Pacific,Myanmar,Lower middle income,,,,,,,,,,,,,,,,,,
2007,East Asia & Pacific,Mongolia,Lower middle income,7.9,96.05067,7.9,96.05067,8.0,58.82353,8.0,58.82353,17.0,83.41709,17.0,83.41709,96.05067,58.82353,83.41709,7.9,8.0,17.0
2007,East Asia & Pacific,Malaysia,Upper middle income,25.1,87.46577,25.1,87.46577,10.0,47.05882,11.0,41.17647,37.0,63.31658,38.0,62.31156,87.46577,44.117644999999996,62.81407,25.1,10.5,37.5
2007,East Asia & Pacific,New Zealand,High income,0.2,99.92216,0.2,99.92216,2.0,94.11765,2.0,94.11765,12.0,88.44221,12.0,88.44221,99.92216,94.11765,88.44221,0.2,2.0,12.0
2007,East Asia & Pacific,Philippines,Lower middle income,30.9,84.56026,30.9,84.56026,17.0,5.88235,17.0,5.88235,35.0,65.32663,35.0,65.32663,84.56026,5.88235,65.32663,30.9,17.0,35.0
2007,East Asia & Pacific,Palau,High income,5.1,97.44732,5.1,97.44732,8.0,58.82353,8.0,58.82353,28.0,72.36181,28.0,72.36181,97.44732,58.82353,72.36181,5.1,8.0,28.0
2007,East Asia & Pacific,Papua New Guinea,Lower middle income,23.8,88.12315,23.8,88.12315,6.0,70.58824,6.0,70.58824,52.0,48.24121,52.0,48.24121,88.12315,70.58824,48.24121,23.8,6.0,52.0
2007,East Asia & Pacific,Singapore,High income,0.8,99.5839,0.8,99.5839,6.0,70.58824,6.0,70.58824,6.0,94.47236,6.0,94.47236,99.5839,70.58824,94.47236,0.8,6.0,6.0
2007,East Asia & Pacific,Solomon Islands,Lower middle income,117.2,41.38675,117.2,41.38675,7.0,64.70588,7.0,64.70588,55.0,45.22613,55.0,45.22613,41.38675,64.70588,45.22613,117.2,7.0,55.0
2007,East Asia & Pacific,Thailand,Upper middle income,16.3,91.82567,16.3,91.82567,10.0,47.05882,10.0,47.05882,35.0,65.32663,35.0,65.32663,91.82567,47.05882,65.32663,16.3,10.0,35.0
2007,East Asia & Pacific,Timor-Leste,Lower middle income,88.0,56.01935,88.0,56.01935,11.0,41.17647,11.0,41.17647,167.0,0.0,167.0,0.0,56.01935,41.17647,0.0,88.0,11.0,167.0
2007,East Asia & Pacific,Tonga,Upper middle income,10.3,94.84683,10.3,94.84683,4.0,82.35294,4.0,82.35294,32.0,68.34171,32.0,68.34171,94.84683,82.35294,68.34171,10.3,4.0,32.0
2007,East Asia & Pacific,"Taiwan, China",High income,4.3,97.82722,4.3,97.82722,8.0,58.82353,8.0,58.82353,65.0,35.17588,65.0,35.17588,97.82722,58.82353,35.17588,4.3,8.0,65.0
2007,East Asia & Pacific,Vietnam,Lower middle income,24.3,87.84275,24.3,87.84275,10.0,47.05882,10.0,47.05882,46.0,54.27136,46.0,54.27136,87.84275,47.05882,54.27136,24.3,10.0,46.0
2007,East Asia & Pacific,Vanuatu,Lower middle income,78.0,61.00752,78.0,61.00752,8.0,58.82353,8.0,58.82353,47.0,53.26633,47.0,53.26633,61.00752,58.82353,53.26633,78.0,8.0,47.0
2007,East Asia & Pacific,Samoa,Upper middle income,45.5,77.25304,45.5,77.25304,8.0,58.82353,8.0,58.82353,35.0,65.32663,35.0,65.32663,77.25304,58.82353,65.32663,45.5,8.0,35.0
2007,Europe & Central Asia,Albania,Upper middle income,22.5,88.73454,22.5,88.73454,12.0,35.29412,12.0,35.29412,39.0,61.30653,39.0,61.30653,88.73454,35.29412,61.30653,22.5,12.0,39.0
2007,Europe & Central Asia,Armenia,Upper middle income,5.1,97.43161,5.1,97.43161,9.0,52.94118,9.0,52.94118,17.0,83.41709,17.0,83.41709,97.43161,52.94118,83.41709,5.1,9.0,17.0
2007,Europe & Central Asia,Austria,High income,5.6,97.22446,5.6,97.22446,8.0,58.82353,8.0,58.82353,25.0,75.37688,25.0,75.37688,97.22446,58.82353,75.37688,5.6,8.0,25.0
2007,Europe & Central Asia,Azerbaijan,Upper middle income,9.3,95.34742,9.3,95.34742,13.0,29.41176,13.0,29.41176,51.0,49.24623,51.0,49.24623,95.34742,29.41176,49.24623,9.3,13.0,51.0
2007,Europe & Central Asia,Belgium,High income,5.8,97.11596,5.8,97.11596,6.0,70.58824,6.0,70.58824,27.0,73.36683,27.0,73.36683,97.11596,70.58824,73.36683,5.8,6.0,27.0
2007,Europe & Central Asia,Bulgaria,Upper middle income,7.9,96.07311,7.9,96.07311,11.0,41.17647,11.0,41.17647,39.0,61.30653,39.0,61.30653,96.07311,41.17647,61.30653,7.9,11.0,39.0
2007,Europe & Central Asia,Bosnia and Herzegovina,Upper middle income,37.4,81.30526,37.4,81.30526,13.0,29.41176,13.0,29.41176,93.0,7.03518,93.0,7.03518,81.30526,29.41176,7.03518,37.4,13.0,93.0
2007,Europe & Central Asia,Belarus,Upper middle income,26.8,86.58772,26.8,86.58772,17.0,5.88235,17.0,5.88235,70.0,30.15075,70.0,30.15075,86.58772,5.88235,30.15075,26.8,17.0,70.0
2007,Europe & Central Asia,Switzerland,High income,2.5,98.74948,2.5,98.74948,6.0,70.58824,6.0,70.58824,18.0,82.41206,18.0,82.41206,98.74948,70.58824,82.41206,2.5,6.0,18.0
2007,Europe & Central Asia,Cyprus,High income,,,,,,,,,,,,,,,,,,
2007,Europe & Central Asia,Czech Republic,High income,8.9,95.5259,8.9,95.5259,10.0,47.05882,10.0,47.05882,39.0,61.30653,39.0,61.30653,95.5259,47.05882,61.30653,8.9,10.0,39.0
2007,Europe & Central Asia,Germany,High income,5.1,97.43137,5.1,97.43137,9.0,52.94118,9.0,52.94118,22.0,78.39196,22.0,78.39196,97.43137,52.94118,78.39196,5.1,9.0,22.0
2007,Europe & Central Asia,Denmark,High income,0.0,100.0,0.0,100.0,5.0,76.47059,5.0,76.47059,6.5,93.96985,6.5,93.96985,100.0,76.47059,93.96985,0.0,5.0,6.5
2007,Europe & Central Asia,Spain,High income,16.2,91.88806,16.2,91.88806,10.0,47.05882,10.0,47.05882,60.0,40.20101,60.0,40.20101,91.88806,47.05882,40.20101,16.2,10.0,60.0
2007,Europe & Central Asia,Estonia,High income,5.1,97.46125,5.1,97.46125,6.0,70.58824,6.0,70.58824,35.0,65.32663,35.0,65.32663,97.46125,70.58824,65.32663,5.1,6.0,35.0
2007,Europe & Central Asia,Finland,High income,1.1,99.4415,1.1,99.4415,3.0,88.23529,3.0,88.23529,17.0,83.41709,17.0,83.41709,99.4415,88.23529,83.41709,1.1,3.0,17.0
2007,Europe & Central Asia,France,High income,1.1,99.43761,1.1,99.43761,5.0,76.47059,5.0,76.47059,7.0,93.46734,7.0,93.46734,99.43761,76.47059,93.46734,1.1,5.0,7.0
2007,Europe & Central Asia,United Kingdom,High income,0.7,99.64321,0.7,99.64321,6.0,70.58824,6.0,70.58824,11.5,88.94472,11.5,88.94472,99.64321,70.58824,88.94472,0.7,6.0,11.5
2007,Europe & Central Asia,Georgia,Upper middle income,10.9,94.54808,10.9,94.54808,7.0,64.70588,7.0,64.70588,16.0,84.42211,16.0,84.42211,94.54808,64.70588,84.42211,10.9,7.0,16.0
2007,Europe & Central Asia,Greece,High income,21.7,89.16449,21.7,89.16449,15.0,17.64706,15.0,17.64706,38.0,62.31156,38.0,62.31156,89.16449,17.64706,62.31156,21.7,15.0,38.0
2007,Europe & Central Asia,Croatia,High income,11.5,94.23317,11.5,94.23317,9.0,52.94118,9.0,52.94118,25.0,75.37688,25.0,75.37688,94.23317,52.94118,75.37688,11.5,9.0,25.0
2007,Europe & Central Asia,Hungary,High income,20.9,89.55549,20.9,89.55549,7.0,64.70588,7.0,64.70588,39.0,61.30653,39.0,61.30653,89.55549,64.70588,61.30653,20.9,7.0,39.0
2007,Europe & Central Asia,Ireland,High income,0.3,99.83685,0.3,99.83685,4.0,82.35294,4.0,82.35294,19.0,81.40704,19.0,81.40704,99.83685,82.35294,81.40704,0.3,4.0,19.0
2007,Europe & Central Asia,Iceland,High income,3.0,98.49647,3.0,98.49647,5.0,76.47059,5.0,76.47059,5.0,95.47739,5.0,95.47739,98.49647,76.47059,95.47739,3.0,5.0,5.0
2007,Europe & Central Asia,Italy,High income,20.0,90.02421,20.0,90.02421,10.0,47.05882,10.0,47.05882,15.0,85.42714,15.0,85.42714,90.02421,47.05882,85.42714,20.0,10.0,15.0
2007,Europe & Central Asia,Kazakhstan,Upper middle income,7.0,96.5036,7.0,96.5036,9.0,52.94118,9.0,52.94118,27.0,73.36683,27.0,73.36683,96.5036,52.94118,73.36683,7.0,9.0,27.0
2007,Europe & Central Asia,Kyrgyz Republic,Lower middle income,10.7,94.64752,10.7,94.64752,9.0,52.94118,9.0,52.94118,21.0,79.39698,21.0,79.39698,94.64752,52.94118,79.39698,10.7,9.0,21.0
2007,Europe & Central Asia,Liechtenstein,High income,,,,,,,,,,,,,,,,,,
2007,Europe & Central Asia,Lithuania,High income,2.8,98.58567,2.8,98.58567,7.0,64.70588,7.0,64.70588,26.0,74.37186,26.0,74.37186,98.58567,64.70588,74.37186,2.8,7.0,26.0
2007,Europe & Central Asia,Luxembourg,High income,11.9,94.03884,11.9,94.03884,5.0,76.47059,5.0,76.47059,28.0,72.36181,28.0,72.36181,94.03884,76.47059,72.36181,11.9,5.0,28.0
2007,Europe & Central Asia,Latvia,High income,3.5,98.25075,3.5,98.25075,5.0,76.47059,5.0,76.47059,16.0,84.42211,16.0,84.42211,98.25075,76.47059,84.42211,3.5,5.0,16.0
2007,Europe & Central Asia,Moldova,Lower middle income,13.3,93.33002,13.3,93.33002,11.0,41.17647,11.0,41.17647,31.0,69.34673,31.0,69.34673,93.33002,41.17647,69.34673,13.3,11.0,31.0
2007,Europe & Central Asia,North Macedonia,Upper middle income,6.6,96.69357,6.6,96.69357,13.0,29.41176,13.0,29.41176,31.0,69.34673,31.0,69.34673,96.69357,29.41176,69.34673,6.6,13.0,31.0
2007,Europe & Central Asia,Montenegro,Upper middle income,6.9,96.52778,6.9,96.52778,15.0,17.64706,15.0,17.64706,26.0,74.37186,26.0,74.37186,96.52778,17.64706,74.37186,6.9,15.0,26.0
2007,Europe & Central Asia,Netherlands,High income,7.2,96.39903,7.2,96.39903,6.0,70.58824,6.0,70.58824,8.0,92.46231,8.0,92.46231,96.39903,70.58824,92.46231,7.2,6.0,8.0
2007,Europe & Central Asia,Norway,High income,2.5,98.7443,2.5,98.7443,4.0,82.35294,4.0,82.35294,7.0,93.46734,7.0,93.46734,98.7443,82.35294,93.46734,2.5,4.0,7.0
2007,Europe & Central Asia,Poland,High income,19.2,90.421,19.2,90.421,11.0,41.17647,11.0,41.17647,45.0,55.27638,45.0,55.27638,90.421,41.17647,55.27638,19.2,11.0,45.0
2007,Europe & Central Asia,Portugal,High income,7.9,96.05743,7.9,96.05743,8.0,58.82353,8.0,58.82353,9.0,91.45729,9.0,91.45729,96.05743,58.82353,91.45729,7.9,8.0,9.0
2007,Europe & Central Asia,Romania,Upper middle income,4.6,97.68652,4.6,97.68652,6.0,70.58824,6.0,70.58824,11.0,89.44724,11.0,89.44724,97.68652,70.58824,89.44724,4.6,6.0,11.0
2007,Europe & Central Asia,Russia,Upper middle income,,,,,,,,,,,,,,,,,,
2007,Europe & Central Asia,San Marino,High income,,,,,,,,,,,,,,,,,,
2007,Europe & Central Asia,Serbia,Upper middle income,10.2,94.90057,10.2,94.90057,11.0,41.17647,11.0,41.17647,23.0,77.38693,23.0,77.38693,94.90057,41.17647,77.38693,10.2,11.0,23.0
2007,Europe & Central Asia,Slovak Republic,High income,4.8,97.59548,4.8,97.59548,10.0,47.05882,10.0,47.05882,37.0,63.31658,37.0,63.31658,97.59548,47.05882,63.31658,4.8,10.0,37.0
2007,Europe & Central Asia,Slovenia,High income,9.4,95.28261,9.4,95.28261,11.0,41.17647,11.0,41.17647,61.5,38.69347,61.5,38.69347,95.28261,41.17647,38.69347,9.4,11.0,61.5
2007,Europe & Central Asia,Sweden,High income,0.7,99.66288,0.7,99.66288,3.0,88.23529,3.0,88.23529,16.0,84.42211,16.0,84.42211,99.66288,88.23529,84.42211,0.7,3.0,16.0
2007,Europe & Central Asia,Tajikistan,Low income,75.1,62.45756,75.1,62.45756,14.0,23.52941,14.0,23.52941,79.0,21.10553,79.0,21.10553,62.45756,23.52941,21.10553,75.1,14.0,79.0
2007,Europe & Central Asia,Turkey,Upper middle income,27.7,86.16376,27.7,86.16376,10.0,47.05882,10.0,47.05882,10.5,89.94975,10.5,89.94975,86.16376,47.05882,89.94975,27.7,10.0,10.5
2007,Europe & Central Asia,Ukraine,Lower middle income,11.5,94.25318,11.5,94.25318,11.0,41.17647,11.0,41.17647,34.0,66.33166,34.0,66.33166,94.25318,41.17647,66.33166,11.5,11.0,34.0
2007,Europe & Central Asia,Uzbekistan,Lower middle income,11.7,94.1493,11.7,94.1493,10.0,47.05882,10.0,47.05882,28.0,72.36181,28.0,72.36181,94.1493,47.05882,72.36181,11.7,10.0,28.0
2007,Europe & Central Asia,Kosovo,Upper middle income,,,,,,,,,,,,,,,,,,
2007,Latin America & Caribbean,Argentina,Upper middle income,15.4,92.29913,15.4,92.29913,13.0,29.41176,13.0,29.41176,29.5,70.85427,29.5,70.85427,92.29913,29.41176,70.85427,15.4,13.0,29.5
2007,Latin America & Caribbean,Antigua and Barbuda,High income,12.0,93.99935,12.0,93.99935,9.0,52.94118,9.0,52.94118,22.0,78.39196,22.0,78.39196,93.99935,52.94118,78.39196,12.0,9.0,22.0
2007,Latin America & Caribbean,The Bahamas,High income,,,,,,,,,,,,,,,,,,
2007,Latin America & Caribbean,Belize,Upper middle income,38.0,81.01752,38.0,81.01752,9.0,52.94118,9.0,52.94118,44.0,56.28141,44.0,56.28141,81.01752,52.94118,56.28141,38.0,9.0,44.0
2007,Latin America & Caribbean,Bolivia,Lower middle income,143.9,28.0598,143.9,28.0598,14.0,23.52941,14.0,23.52941,49.0,51.25628,49.0,51.25628,28.0598,23.52941,51.25628,143.9,14.0,49.0
2007,Latin America & Caribbean,Brazil,Upper middle income,,,,,,,,,,,,,,,,,,
2007,Latin America & Caribbean,Barbados,High income,,,,,,,,,,,,,,,,,,
2007,Latin America & Caribbean,Chile,High income,12.3,93.84881,12.3,93.84881,9.0,52.94118,9.0,52.94118,40.0,60.30151,40.0,60.30151,93.84881,52.94118,60.30151,12.3,9.0,40.0
2007,Latin America & Caribbean,Colombia,Upper middle income,19.1,90.45712,19.1,90.45712,13.0,29.41176,13.0,29.41176,42.0,58.29146,42.0,58.29146,90.45712,29.41176,58.29146,19.1,13.0,42.0
