Country Name,Country Code,Region,Income Group,Year,Starting a business - Score,Starting a business: Cost - Average (% of income per capita) - Score,Starting a business: Procedures required - Average (number) - Score,Starting a business: Time - Average (days) - Score,Starting a business: Paid-in Minimum capital (% of income per capita) - Score
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2007,64.3,38.17538,58.82353,60.30151,100.0
Oman,OMN,Middle East & North Africa,High income,2007,46.7,97.69947,32.352940000000004,56.78392,0.0
India,IND,South Asia,Lower middle income,2007,,,,,21.39661
Chad,TCD,Sub-Saharan Africa,Low income,2007,16.9,0.0,29.41176,38.19095,0.0
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2007,45.4,47.53906,5.88235,28.1407,100.0
San Marino,SMR,Europe & Central Asia,High income,2007,,,,,94.67904
Suriname,SUR,Latin America & Caribbean,Upper middle income,2007,38.5,24.95796,29.41176,0.0,99.64682
Chile,CHL,Latin America & Caribbean,High income,2007,76.8,93.84881,52.94118,60.30151,100.0
Nepal,NPL,South Asia,Low income,2007,73.7,60.72703,64.70588,69.34673,100.0
Indonesia,IDN,East Asia & Pacific,Lower middle income,2007,,,,,89.57987
Central African Republic,CAF,Sub-Saharan Africa,Low income,2007,29.9,0.0,41.17647,78.39196,0.0
Germany,DEU,Europe & Central Asia,High income,2007,79.3,97.43137,52.94118,78.39196,88.43942
Sweden,SWE,Europe & Central Asia,High income,2007,91.0,99.66288,88.23529,84.42211,91.57203
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2007,60.8,90.98095,47.05882,5.02513,100.0
Peru,PER,Latin America & Caribbean,Upper middle income,2007,62.8,84.50236,41.17647,25.62814,100.0
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2007,36.9,50.68134,0.0,0.0,96.72461
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2007,73.8,76.37789,41.17647,83.41709,94.19722
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2007,59.0,60.36087,41.17647,64.32161,70.0823
Netherlands,NLD,Europe & Central Asia,High income,2007,86.0,96.39903,70.58824,92.46231,84.42459
Comoros,COM,Sub-Saharan Africa,Lower middle income,2007,41.4,21.1116,47.05882,70.35176,27.07691
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2007,60.2,84.12067,23.52941,35.17588,98.08683
Greece,GRC,Europe & Central Asia,High income,2007,60.0,89.16449,17.64706,62.31156,70.98773
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2007,83.5,87.81658,64.70588,81.40704,100.0
Hungary,HUN,Europe & Central Asia,High income,2007,74.3,89.55549,64.70588,61.30653,81.45946
Colombia,COL,Latin America & Caribbean,Upper middle income,2007,69.5,90.45712,29.41176,58.29146,100.0
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2007,40.2,43.70618,41.17647,43.21608,32.5877
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2007,84.5,87.02894,70.58824,80.40201,100.0
New Zealand,NZL,East Asia & Pacific,High income,2007,95.6,99.92216,94.11765,88.44221,100.0
Egypt,EGY,Middle East & North Africa,Lower middle income,2007,41.9,52.67148,38.235295,76.88442,0.0
Iceland,ISL,Europe & Central Asia,High income,2007,91.6,98.49647,76.47059,95.47739,96.0224
China,CHN,East Asia & Pacific,Upper middle income,2007,,,,,46.73414
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2007,76.7,88.12315,70.58824,48.24121,100.0
Saudi Arabia,SAU,Middle East & North Africa,High income,2007,28.9,64.81106,0.0,50.753765,0.0
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2007,82.6,83.1014,58.82353,88.44221,100.0
Sri Lanka,LKA,South Asia,Upper middle income,2007,71.3,78.1431,52.94118,54.27136,100.0
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2007,,,,,100.0
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2007,43.5,24.54417,41.17647,55.27638,53.17912
Albania,ALB,Europe & Central Asia,Upper middle income,2007,69.0,88.73454,35.29412,61.30653,90.82019
Ukraine,UKR,Europe & Central Asia,Lower middle income,2007,63.0,94.25318,41.17647,66.33166,50.3116
Angola,AGO,Sub-Saharan Africa,Lower middle income,2007,33.5,0.0,35.29412,17.08543,81.48148
Argentina,ARG,Latin America & Caribbean,Upper middle income,2007,72.0,92.29913,29.41176,70.85427,95.29287
Madagascar,MDG,Sub-Saharan Africa,Low income,2007,46.9,59.2713,41.17647,80.40201,6.71375
Latvia,LVA,Europe & Central Asia,High income,2007,88.2,98.25075,76.47059,84.42211,93.47295
Malawi,MWI,Sub-Saharan Africa,Low income,2007,52.6,0.0,47.05882,63.31658,100.0
Belarus,BLR,Europe & Central Asia,Upper middle income,2007,53.4,86.58772,5.88235,30.15075,90.88965
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2007,24.6,39.18668,41.17647,18.09045,0.0
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2007,78.4,85.06362,64.70588,64.32161,99.51292
Maldives,MDV,South Asia,Upper middle income,2007,89.8,92.99484,76.47059,91.45729,98.35567
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2007,81.7,94.64752,52.94118,79.39698,99.86545
Togo,TGO,Sub-Saharan Africa,Low income,2007,16.9,0.0,29.41176,38.19095,0.0
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2007,51.2,81.30526,29.41176,7.03518,86.99044
Algeria,DZA,Middle East & North Africa,Upper middle income,2007,72.4,93.29546,29.41176,78.39196,88.49867
Venezuela,VEN,Latin America & Caribbean,Upper middle income,2007,48.3,87.32357,5.88235,0.0,100.0
Bangladesh,BGD,South Asia,Lower middle income,2007,,,,,100.0
Barbados,BRB,Latin America & Caribbean,High income,2007,,,,,0.0
United States,USA,North America,High income,2007,,,,,100.0
Malta,MLT,Middle East & North Africa,High income,2007,,,,,99.79723
Armenia,ARM,Europe & Central Asia,Upper middle income,2007,83.2,97.43161,52.94118,83.41709,99.16611
Liberia,LBR,Sub-Saharan Africa,Low income,2007,43.1,0.0,41.17647,31.15578,100.0
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2007,79.3,96.5036,52.94118,73.36683,94.23682
Mali,MLI,Sub-Saharan Africa,Low income,2007,23.4,0.0,35.29412,58.29146,0.0
Kuwait,KWT,Middle East & North Africa,High income,2007,66.3,99.18047,26.470585,64.82412,74.80947
Benin,BEN,Sub-Saharan Africa,Low income,2007,28.8,0.0,44.117644999999996,65.829145,5.21395
Tunisia,TUN,Middle East & North Africa,Lower middle income,2007,79.2,95.32872,41.17647,87.43719,92.92231
Tonga,TON,East Asia & Pacific,Upper middle income,2007,86.4,94.84683,82.35294,68.34171,100.0
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2007,50.7,28.0598,23.52941,51.25628,100.0
United Kingdom,GBR,Europe & Central Asia,High income,2007,89.8,99.64321,70.58824,88.94472,100.0
Moldova,MDA,Europe & Central Asia,Lower middle income,2007,74.8,93.33002,41.17647,69.34673,95.28914
Lebanon,LBN,Middle East & North Africa,Upper middle income,2007,60.1,54.40849,52.94118,47.23618,85.87487
Mexico,MEX,Latin America & Caribbean,Upper middle income,2007,,,,,96.86863
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,2007,43.0,38.82818,26.470585,25.628140000000002,81.1038
Yemen,YEM,Middle East & North Africa,Low income,2007,17.3,0.0,32.352940000000004,36.683415,0.0
Bahrain,BHR,Middle East & North Africa,High income,2007,,,,,30.16272
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2007,40.8,10.04583,47.05882,6.03015,100.0
Vietnam,VNM,East Asia & Pacific,Lower middle income,2007,72.3,87.84275,47.05882,54.27136,100.0
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2007,68.5,95.34742,29.41176,49.24623,100.0
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2007,58.4,70.6112,17.64706,45.22613,100.0
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2007,65.5,79.9969,58.82353,27.13568,96.07444
Luxembourg,LUX,Europe & Central Asia,High income,2007,84.3,94.03884,76.47059,72.36181,94.32314
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2007,79.4,96.01196999999999,67.64706,53.768845,100.0
Malaysia,MYS,East Asia & Pacific,Upper middle income,2007,73.6,87.46577,44.117644999999996,62.81407,100.0
Uganda,UGA,Sub-Saharan Africa,Low income,2007,57.1,51.9899,5.88235,70.35176,100.0
Kosovo,XKX,Europe & Central Asia,Upper middle income,2007,,,,,76.30285
Austria,AUT,Europe & Central Asia,High income,2007,79.1,97.22446,58.82353,75.37688,85.10062
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2007,76.9,94.1493,47.05882,72.36181,93.83336
Belgium,BEL,Europe & Central Asia,High income,2007,83.9,97.11596,70.58824,73.36683,94.54523
Lithuania,LTU,Europe & Central Asia,High income,2007,81.4,98.58567,64.70588,74.37186,87.80749
Afghanistan,AFG,South Asia,Low income,2007,84.2,66.2963,79.411765,90.954775,100.0
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2007,81.3,93.99935,52.94118,78.39196,100.0
Japan,JPN,East Asia & Pacific,High income,2007,,,,,100.0
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2007,57.4,88.38211,41.17647,0.0,100.0
Bhutan,BTN,South Asia,Lower middle income,2007,69.5,92.93204,47.05882,38.19095,100.0
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2007,59.1,95.13854,41.17647,0.0,100.0
Kiribati,KIR,East Asia & Pacific,Lower middle income,2007,75.1,73.09506,64.70588,69.34673,93.23802
Australia,AUS,East Asia & Pacific,High income,2007,96.2,99.08427,88.23529,97.48744,100.0
Jordan,JOR,Middle East & North Africa,Upper middle income,2007,47.9,63.49403,44.117644999999996,83.9196,0.0
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2007,68.3,61.00752,58.82353,53.26633,100.0
Micronesia,FSM,East Asia & Pacific,Lower middle income,2007,70.3,32.04139,64.70588,84.42211,100.0
United Arab Emirates,ARE,Middle East & North Africa,High income,2007,68.3,93.50048,44.117644999999996,80.904525,54.71304
Libya,LBY,Middle East & North Africa,Upper middle income,2007,,,,,88.24159
Uruguay,URY,Latin America & Caribbean,High income,2007,59.1,77.88877,47.05882,57.28643,54.17134
Korea,KOR,East Asia & Pacific,High income,2007,61.6,90.91038,47.05882,83.41709,25.07319
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2007,87.6,90.69515,76.47059,83.41709,100.0
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2007,24.3,56.01935,41.17647,0.0,0.0
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2007,77.9,99.43398,52.94118,59.29648,100.0
Liechtenstein,LIE,Europe & Central Asia,High income,2007,,,,,
Turkey,TUR,Europe & Central Asia,Upper middle income,2007,79.6,86.16376,47.05882,89.94975,95.33185
Belize,BLZ,Latin America & Caribbean,Upper middle income,2007,72.6,81.01752,52.94118,56.28141,99.98144
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2008,60.6,85.38732,23.52941,35.17588,98.23944
Comoros,COM,Sub-Saharan Africa,Lower middle income,2008,43.3,25.70067,47.05882,70.35176,29.91318
Argentina,ARG,Latin America & Caribbean,Upper middle income,2008,72.4,93.18813,29.41176,70.85427,96.03038
Barbados,BRB,Latin America & Caribbean,High income,2008,,,,,100.0
Malta,MLT,Middle East & North Africa,High income,2008,,,,,99.54532
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2008,65.8,43.16866,58.82353,61.30653,100.0
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2008,83.9,89.64094,64.70588,81.40704,100.0
Greece,GRC,Europe & Central Asia,High income,2008,60.9,89.47493,17.64706,62.31156,73.97204
Finland,FIN,Europe & Central Asia,High income,2008,92.3,99.49077,88.23529,83.41709,98.07111
Hungary,HUN,Europe & Central Asia,High income,2008,80.8,91.1558,64.70588,83.41709,83.72234
Belgium,BEL,Europe & Central Asia,High income,2008,91.1,97.18149,76.47059,95.9799,94.9658
Chile,CHL,Latin America & Caribbean,High income,2008,76.9,94.4692,52.94118,60.30151,100.0
Uganda,UGA,Sub-Saharan Africa,Low income,2008,57.6,53.9873,5.88235,70.35176,100.0
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2008,65.6,62.65217,47.05882,80.90452,71.87852
Netherlands,NLD,Europe & Central Asia,High income,2008,86.7,96.9877,70.58824,92.46231,86.76948
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2008,81.4,94.3255,52.94118,78.39196,100.0
Saudi Arabia,SAU,Middle East & North Africa,High income,2008,71.8,84.90295,29.411765,72.86432500000001,100.0
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2008,83.2,85.40665,58.82353,88.44221,100.0
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2008,87.8,91.16667,76.47059,83.41709,100.0
Korea,KOR,East Asia & Pacific,High income,2008,62.0,91.47274,47.05882,83.41709,25.99274
Vietnam,VNM,East Asia & Pacific,Lower middle income,2008,75.1,89.99867,47.05882,63.31658,100.0
China,CHN,East Asia & Pacific,Upper middle income,2008,,,,,52.45849
Iceland,ISL,Europe & Central Asia,High income,2008,91.8,98.66919,76.47059,95.47739,96.47933
Belarus,BLR,Europe & Central Asia,Upper middle income,2008,70.1,95.24792,41.17647,51.25628,92.57664
New Zealand,NZL,East Asia & Pacific,High income,2008,95.6,99.92851,94.11765,88.44221,100.0
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2008,76.7,87.88208,70.58824,48.24121,100.0
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2008,84.8,88.13148,70.58824,80.40201,100.0
Ukraine,UKR,Europe & Central Asia,Lower middle income,2008,64.5,95.10058,41.17647,72.36181,49.22569
Egypt,EGY,Middle East & North Africa,Lower middle income,2008,74.2,73.09314,44.117644999999996,82.914575,96.77765
Colombia,COL,Latin America & Caribbean,Upper middle income,2008,71.3,90.68697,35.29412,59.29648,100.0
Lebanon,LBN,Middle East & North Africa,Upper middle income,2008,59.5,52.76991,52.94118,47.23618,84.8964
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2008,41.5,46.4859,41.17647,42.21106,36.2522
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2008,77.5,80.55993,47.05882,87.43719,94.77425
Sri Lanka,LKA,South Asia,Upper middle income,2008,75.3,90.12697,52.94118,58.29146,100.0
Venezuela,VEN,Latin America & Caribbean,Upper middle income,2008,48.7,94.99091,0.0,0.0,100.0
Kosovo,XKX,Europe & Central Asia,Upper middle income,2008,,,,,79.94649
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2008,56.1,0.0,58.82353,74.37186,91.20781
Somalia,SOM,Sub-Saharan Africa,Low income,2008,,,,,100.0
Maldives,MDV,South Asia,Upper middle income,2008,89.9,93.30311,76.47059,91.45729,98.54244
Czech Republic,CZE,Europe & Central Asia,High income,2008,75.3,94.72099,47.05882,68.34171,91.27437
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2008,64.2,75.05689,23.52941,64.32161,93.77207
Guyana,GUY,Latin America & Caribbean,Upper middle income,2008,70.1,58.45173,58.82353,63.31658,100.0
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2008,74.0,96.535,35.29412,64.32161,100.0
Uruguay,URY,Latin America & Caribbean,High income,2008,57.6,77.00752,41.17647,57.28643,54.85191
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2008,64.8,49.09847,64.70588,45.22613,100.0
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2008,81.8,95.16764,52.94118,79.39698,99.87852
Djibouti,DJI,Middle East & North Africa,Lower middle income,2008,24.4,0.0,41.17647,56.28141,0.0
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2008,69.3,65.03552,58.82353,53.26633,100.0
Malawi,MWI,Sub-Saharan Africa,Low income,2008,54.0,5.66103,47.05882,63.31658,100.0
Côte d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2008,45.6,32.11751,47.05882,58.29146,45.04459
Australia,AUS,East Asia & Pacific,High income,2008,96.3,99.58123,88.23529,97.48744,100.0
Singapore,SGP,East Asia & Pacific,High income,2008,92.9,99.60289,76.47059,95.47739,100.0
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2008,2.2,0.0,8.82353,0.0,0.0
Pakistan,PAK,South Asia,Lower middle income,2008,,,,,100.0
Slovenia,SVN,Europe & Central Asia,High income,2008,65.8,95.75092,41.17647,38.69347,87.5475
Malaysia,MYS,East Asia & Pacific,Upper middle income,2008,75.4,88.4549,44.117644999999996,68.84422,100.0
Guinea,GIN,Sub-Saharan Africa,Low income,2008,31.6,30.89587,35.29412,60.30151,0.0
Dem. Rep. Congo,COD,Sub-Saharan Africa,Low income,2008,30.1,0.0,20.588234999999997,0.0,100.0
Austria,AUT,Europe & Central Asia,High income,2008,79.4,97.30331,58.82353,75.37688,86.13628
Oman,OMN,Middle East & North Africa,High income,2008,47.5,97.79198,32.352940000000004,59.798995000000005,0.0
Denmark,DNK,Europe & Central Asia,High income,2008,90.1,100.0,76.47059,93.96985,89.83607
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2008,61.1,89.22235,41.17647,14.07035,100.0
Norway,NOR,Europe & Central Asia,High income,2008,90.5,98.8281,76.47059,92.46231,94.14049
United Arab Emirates,ARE,Middle East & North Africa,High income,2008,70.8,93.06917,50.0,81.90955,58.02339
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2008,76.2,97.06933,35.29412,72.36181,100.0
United States,USA,North America,High income,2008,,,,,100.0
Congo,COG,Sub-Saharan Africa,Lower middle income,2008,43.4,24.96264,38.235295,61.809045,48.42373
Madagascar,MDG,Sub-Saharan Africa,Low income,2008,55.6,64.36639,52.94118,88.44221,16.64499
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2008,91.1,98.47431,76.47059,89.44724,100.0
Serbia,SRB,Europe & Central Asia,Upper middle income,2008,78.0,95.57148,41.17647,77.38693,97.99465
Panama,PAN,Latin America & Caribbean,High income,2008,86.6,93.49693,70.58824,82.41206,100.0
Niger,NER,Sub-Saharan Africa,Low income,2008,31.1,12.58263,35.29412,76.38191,0.0
Spain,ESP,Europe & Central Asia,High income,2008,69.1,92.47475,47.05882,40.20101,96.58144
Mali,MLI,Sub-Saharan Africa,Low income,2008,41.2,42.40923,47.05882,75.37688,0.0
Grenada,GRD,Latin America & Caribbean,Upper middle income,2008,84.0,84.14195,70.58824,81.40704,100.0
Bangladesh,BGD,South Asia,Lower middle income,2008,,,,,100.0
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2008,59.8,93.66129,35.29412,10.05025,100.0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2008,78.2,84.45539,52.94118,75.37688,99.99908
Latvia,LVA,Europe & Central Asia,High income,2008,88.5,98.48986,76.47059,84.42211,94.48854
Honduras,HND,Latin America & Caribbean,Lower middle income,2008,70.3,71.02461,35.29412,80.40201,94.52619
South Sudan,SSD,Sub-Saharan Africa,Low income,2008,,,,,100.0
Kuwait,KWT,Middle East & North Africa,High income,2008,66.4,99.18747,26.470585,64.82412,75.02485
Seychelles,SYC,Sub-Saharan Africa,High income,2008,74.9,85.16288,47.05882,67.33668,100.0
Croatia,HRV,Europe & Central Asia,High income,2008,81.8,94.92892,58.82353,77.88945,95.40996
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2008,,,,,100.0
Palau,PLW,East Asia & Pacific,High income,2008,81.4,97.64706,58.82353,72.36181,96.87109
Armenia,ARM,Europe & Central Asia,Upper middle income,2008,83.3,97.60261,52.94118,83.41709,99.22163
Haiti,HTI,Latin America & Caribbean,Low income,2008,30.3,0.0,29.41176,0.0,91.94425
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2008,75.6,96.43832,58.82353,47.23618,99.99932
Bahrain,BHR,Middle East & North Africa,High income,2008,72.1,99.64814,61.76470499999999,90.954775,36.02477
Cyprus,CYP,Europe & Central Asia,High income,2008,,,,,100.0
Dominica,DMA,Latin America & Caribbean,Upper middle income,2008,87.3,86.43846,76.47059,86.43216,100.0
United Kingdom,GBR,Europe & Central Asia,High income,2008,89.8,99.61019,70.58824,88.94472,100.0
Slovak Republic,SVK,Europe & Central Asia,High income,2008,74.9,97.90357,47.05882,63.31658,91.47851
Sudan,SDN,Sub-Saharan Africa,Lower middle income,2008,69.3,71.36173,44.117644999999996,61.809045,100.0
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2008,81.8,94.04072,52.94118,86.43216,93.6818
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2008,69.7,96.18668,35.29412,61.30653,85.93611
Russia,RUS,Europe & Central Asia,Upper middle income,2008,,,,,99.20303
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2008,38.3,0.0,47.05882,6.03015,100.0
